did,centroids_ar,types,nominatim,len
687F37F62DABBF33B445F023769794CC2024-07-05,"[(9.273751385016721, 48.940054994768055), (9.25913000404701, 48.938964303089456), (9.183298139887583, 48.885837967984784), (9.201962261299178, 48.88946133460651), (9.236672464867217, 48.79191656586425), (9.233162297108874, 48.79192371981148), (9.231254442416123, 48.79340346155062)]","['unknown', 'toilets', 'unknown', 'unknown', 'parking_entrance', 'unknown', 'exhibition_centre']","[('Marbach', 'building', 'residential', 306420550), ('Marbach', 'highway', 'tertiary', 998027159), ('Ludwigsburg', 'building', 'industrial', 138601784), ('Ludwigsburg', 'building', 'apartments', 138601825), ('Stuttgart', 'highway', 'service', 1071657707), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'leisure', 'stadium', 3869991)]",7
688FDE95494734C0A87DAA8A2950284F2024-07-05,"[(9.233267036853928, 48.79157210348479)]",['unknown'],"[('Stuttgart', 'leisure', 'stadium', 3869991)]",1
751E5E8D567F313869222692732413DB2024-06-19,"[(12.890217325728193, 51.38362870135527), (9.194074568810345, 48.83409423813357), (9.230081137971723, 48.791857083231186), (9.175534857515405, 48.829554921977426), (9.173300160558222, 48.8297685115219), (9.175434787984276, 48.83131273362812)]","['unknown', 'unknown', 'post_box', 'cafe', 'restaurant', 'restaurant']","[('Lossatal', 'building', 'yes', 387227092), ('Stuttgart', 'place', 'house', 2337888343), ('Stuttgart', 'amenity', 'parking', 438908086), ('Stuttgart', 'place', 'house', 252826649), ('Stuttgart', 'building', 'house', 164315010), ('Stuttgart', 'building', 'yes', 163790680)]",6
751E5E8D567F313869222692732413DB2024-07-05,"[(9.250507046427442, 48.814588012293854), (9.216718415100313, 48.80200596555215), (9.228908825328778, 48.792211675830764), (9.231254442416123, 48.79340346155062), (8.808732742942485, 48.29010332305494)]","['parking', 'taxi', 'atm', 'exhibition_centre', 'unknown']","[('Stuttgart', 'tourism', 'information', 5862968680), ('Stuttgart', 'amenity', 'fast_food', 6424298585), ('Stuttgart', 'tourism', 'attraction', 136082204), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Geislingen', 'building', 'yes', 269351055)]",5
78281C41FC392A83803A4D668D23AE032024-07-05,"[(9.22943874950678, 48.79179063004379), (9.231251858409925, 48.79284121982766)]","['post_box', 'unknown']","[('Stuttgart', 'shop', 'fan', 438908089), ('Stuttgart', 'leisure', 'stadium', 3869991)]",2
7B5DCCF81CF70CA6895B70B66AD0E52B2024-07-05,"[(8.97921103570878, 48.38922367288989), (8.768522576752291, 48.238297936054074), (9.179732160035822, 48.78281261823786), (9.232627204343594, 48.79122199214272), (9.219251868062525, 48.79595235970142), (9.222647334497788, 48.794823764599165), (9.21723549405949, 48.798137946314895), (9.216926346143252, 48.80031663263727)]","['kindergarten', 'parking', 'restaurant', 'unknown', 'unknown', 'parking', 'unknown', 'bicycle_parking']","[('Bodelshausen', 'building', 'house', 982220042), ('Dormettingen', 'building', 'yes', 226355518), ('Stuttgart', 'railway', 'platform', 37620990), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'highway', 'pedestrian', 14247592), ('Stuttgart', 'amenity', 'parking', 14251527), ('Stuttgart', 'highway', 'pedestrian', 14247592), ('Stuttgart', 'building', 'office', 109650864)]",8
7C98AE68B2617DAAD0C16F16CB878FA82024-06-19,"[(9.135272346716327, 48.70162803058166)]",['parking_entrance'],"[('Oberaichen', 'building', 'house', 90187701)]",1
7DDD6EA2106CC634C49263309D981F0B2024-06-19,"[(9.338028032099825, 48.742185877157134), (9.175803106334964, 48.78443481562912), (9.178111299078413, 48.775154178151915), (9.178869124139407, 48.77845522132261), (9.231353705205683, 48.791857083231186)]","['unknown', 'vending_machine', 'bicycle_parking', 'bench', 'unknown']","[('Esslingen am Neckar', 'building', 'house', 1011236320), ('Stuttgart', 'building', 'yes', 109179303), ('Stuttgart', 'shop', 'books', 91264286), ('Stuttgart', 'amenity', 'bench', 7836856302), ('Stuttgart', 'leisure', 'stadium', 3869991)]",5
845F65721C390DF22D50B672FDB90F0E2024-07-05,"[(8.315188052251822, 50.191720864433634), (9.147456897135307, 48.8377471752107), (9.224085948318887, 48.80796573918722), (9.228696086556306, 48.79221379119987)]","['unknown', 'fast_food', 'biergarten', 'atm']","[('Idstein', 'building', 'yes', 51817134), ('Stuttgart', 'amenity', 'parking', 145553085), ('Stuttgart', 'amenity', 'biergarten', 385126376), ('Stuttgart', 'tourism', 'attraction', 136082204)]",4
8989D7BA8C4F028D07876D488A7D32A62024-06-19,"[(10.338138952105254, 48.430714970498016), (9.182823197335603, 48.78428230650783), (9.178761034631776, 48.77887839339981), (9.172495792428977, 48.78148833685126), (9.176106183685324, 48.77965475927648), (9.231459750543877, 48.79178658945434)]","['unknown', 'fast_food', 'toilets', 'bench', 'bicycle_rental', 'unknown']","[('Burgau', 'highway', 'residential', 666136338), ('Stuttgart', 'highway', 'service', 234914151), ('Stuttgart', 'amenity', 'cafe', 5023471296), ('Stuttgart', 'highway', 'pedestrian', 352864466), ('Stuttgart', 'emergency', 'defibrillator', 11459650915), ('Stuttgart', 'leisure', 'stadium', 3869991)]",6
8C3BECDF9DFAF2C0D950A5B2B46DE44C2024-06-19,[],[],[],0
8CABF7B61BA2F7669A19C2ED2F910AA32024-06-19,"[(11.446426698628, 48.24152800622808), (9.219838869117453, 48.78569490002226), (9.231357582817852, 48.7927004459336)]","['parking_space', 'post_box', 'unknown']","[('Dachau', 'building', 'semidetached_house', 1092136668), ('Stuttgart', 'tourism', 'museum', 107136753), ('Stuttgart', 'leisure', 'stadium', 3869991)]",3
8E8428D7AF6EF8C595409AC8319EB5762024-07-05,[],[],[],0
8EC5E8B566D2207CDCCF2921F81DE7712024-06-19,"[(6.981558568342166, 51.65694098759796), (6.970418983640493, 51.65850534476904), (6.776351821319624, 51.42973853503253), (9.230084672996444, 48.79305141981383), (6.772302417040877, 51.429802138769695)]","['unknown', 'bicycle_parking', 'atm', 'exhibition_centre', 'waste_basket']","[('Dorsten', 'building', 'yes', 239853561), ('Dorsten', 'historic', 'building', 145092008), ('Duisburg', 'tourism', 'information', 5293479136), ('Stuttgart', 'amenity', 'exhibition_centre', 438908085), ('Duisburg', 'place', 'house', 7297177241)]",5
8EF7DA8A71D36855553830837EA642162024-07-05,"[(10.667931430908448, 49.97221504410748), (9.20886275651176, 48.80616702937104), (9.220283363550424, 48.78927614312993), (9.22251547191648, 48.78969577653521), (9.229974767559785, 48.79249131014604), (10.11712410168999, 50.00328406406002)]","['pharmacy', 'grit_bin', 'unknown', 'unknown', 'exhibition_centre', 'fuel']","[('Eltmann', 'building', 'yes', 162252681), ('Stuttgart', 'tourism', 'zoo', 13371824), ('Stuttgart', 'man_made', 'works', 24551970), ('Stuttgart', 'man_made', 'bridge', 370104910), ('Stuttgart', 'tourism', 'attraction', 136082204), ('Schnackenwerth', 'amenity', 'toilets', 5604615390)]",6
8EF8B782AAC6DC857BFE1850E41BD8902024-06-19,"[(9.626291551570137, 48.516705643359636), (9.961824737939999, 48.4528910316081), (9.963100448911733, 48.45330207885872), (9.228589717168216, 48.79200125898111), (9.230297095415876, 48.79340537827268)]","['unknown', 'restaurant', 'parking', 'parking', 'exhibition_centre']","[('Westerheim', 'place', 'house', 6209942458), ('Dornstadt', 'highway', 'residential', 150026014), ('Dornstadt', 'highway', 'residential', 150026014), ('Stuttgart', 'tourism', 'attraction', 136082204), ('Stuttgart', 'tourism', 'attraction', 136082204)]",5
915692839EA1815AC6A3591A671AEC342024-06-19,"[(9.116054126210273, 48.74789431367972), (9.202092490165837, 48.709964032363146), (9.150849874473217, 48.72662844873166)]","['unknown', 'pharmacy', 'vending_machine']","[('Stuttgart', 'building', 'apartments', 99422831), ('Stuttgart', 'building', 'apartments', 49637445), ('Stuttgart', 'building', 'apartments', 151298277)]",3
9623F5EE4E03B648B34F1C23FBD70F712024-07-05,"[(8.118180771620436, 49.756488842938914), (9.180261392381535, 48.7814751231971), (9.178029070990364, 48.78239357561362), (9.233479120661507, 48.79143111231579), (9.218529795915506, 48.80136638315701), (9.21672537967598, 48.8036224093785), (9.178960226941216, 48.77332440184707), (9.178006206891776, 48.77564630727814), (9.17727794529075, 48.78049714700622)]","['unknown', 'fast_food', 'nightclub', 'unknown', 'bicycle_rental', 'fast_food', 'parking', 'restaurant', 'fast_food']","[('Alzey', 'building', 'commercial', 384013749), ('Stuttgart', 'building', 'retail', 43085370), ('Stuttgart', 'tourism', 'hotel', 90843416), ('Stuttgart', 'leisure', 'sports_centre', 1070601468), ('Stuttgart', 'railway', 'platform', 47852545), ('Stuttgart', 'building', 'apartments', 135576687), ('Stuttgart', 'highway', 'residential', 3996795), ('Stuttgart', 'shop', 'bed', 4143633925), ('Stuttgart', 'amenity', 'vending_machine', 6342600724)]",9
965BDD2417A2E5F457B0C9A62E7EBE432024-06-19,"[(8.505108564705969, 48.46182051996988), (9.232412846827938, 48.79087102011242)]","['unknown', 'charging_station']","[('Dornstetten', 'place', 'house', 4230429114), ('Stuttgart', 'leisure', 'stadium', 3869991)]",2
98DA7B5B50E66BC1B8584F915F407B312024-07-05,"[(9.230288410816547, 48.791507812109074)]",['parking'],"[('Stuttgart', 'highway', 'residential', 13882247)]",1
9A317535E9699856435B3FA6B8C940C52024-07-05,"[(8.933131314492915, 48.76346550671733), (9.235612726751425, 48.79276188997318), (9.231032663294693, 48.791436041874604), (9.172789504517631, 48.77410839002351), (9.171730504191485, 48.775375031785515), (9.204925313700143, 48.77988905905253), (8.935151374887775, 48.763326098746724)]","['bicycle_parking', 'parking', 'unknown', 'taxi', 'fast_food', 'unknown', 'bicycle_parking']","[('Renningen', 'building', 'apartments', 331120880), ('Stuttgart', 'amenity', 'bicycle_parking', 1297145049), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'amenity', 'nightclub', 1311691114), ('Stuttgart', 'highway', 'primary', 314934332), ('Stuttgart', 'building', 'yes', 309039526), ('Renningen', 'amenity', 'parking', 198052132)]",7
9AB995F7CDC6525954B4EFA71090AEF52024-07-05,"[(9.231034276678706, 48.79178744304947)]",['unknown'],"[('Stuttgart', 'leisure', 'stadium', 3869991)]",1
9C05AACDF68A15B67E6E0E9DEA5CA3DF2024-07-05,[],[],[],0
9D33B219AA4EA3156C40DF35346309BD2024-07-05,"[(8.908015920244846, 48.719662865708564), (9.217715403574939, 48.786542301841465), (9.231774971381745, 48.79094258541552), (9.218266125187787, 48.74184241116072), (9.167811605636333, 48.74811153913573), (9.180476392188037, 48.75131979295996), (9.194692685403838, 48.773792347500674), (9.31533273656087, 48.69846464294825), (9.22848366690142, 48.792284493335494), (9.435205055587234, 48.9446892077662)]","['unknown', 'grit_bin', 'parking', 'bicycle_parking', 'bus_station', 'unknown', 'taxi', 'unknown', 'parking', 'parking']","[('Döffingen', 'building', 'semidetached_house', 156471095), ('Stuttgart', 'amenity', 'vending_machine', 3742810613), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'amenity', 'taxi', 2450507441), ('Stuttgart', 'amenity', 'post_box', 405589607), ('Stuttgart', 'building', 'yes', 95258319), ('Stuttgart', 'amenity', 'recycling', 582711552), ('Denkendorf', 'building', 'house', 334440017), ('Stuttgart', 'tourism', 'attraction', 136082204), ('Backnang', 'building', 'apartments', 189253332)]",10
A0EEBCA4C6BF5E172228039C99AC97CD2024-06-19,"[(9.204094867578862, 48.7061652809073), (9.205023356625304, 48.777638377077835), (9.223808720163461, 48.79306427304917), (9.230925973043563, 48.791365974787304)]","['unknown', 'place_of_worship', 'unknown', 'unknown']","[('Stuttgart', 'building', 'yes', 49089695), ('Stuttgart', 'building', 'yes', 309036190), ('Stuttgart', 'amenity', 'parking', 14251527), ('Stuttgart', 'man_made', 'bridge', 1070620404)]",4
A16E6D11A92B824C2991A0C8C69B91C52024-06-19,"[(8.712458697610053, 48.628395429538), (8.752065988284205, 48.65948217027468), (8.742369376358665, 48.62614688226649), (8.889962582798443, 48.62047879649559), (9.231571940818599, 48.79305141981383)]","['unknown', 'unknown', 'parking', 'post_box', 'unknown']","[('Wildberg', 'place', 'house', 4146758867), ('Calw', 'man_made', 'works', 89058205), ('Wildberg-Stadt', 'shop', 'supermarket', 42710499), ('Nufringen', 'amenity', 'parking', 528636490), ('Stuttgart', 'leisure', 'stadium', 3869991)]",5
A406E8FB48F3E21E24C0DAAAC66F2FD82024-06-19,"[(10.93741454705978, 49.491137121715376), (10.879279686056144, 49.485911992765935), (10.886518324084344, 49.399140503023155), (9.301552910804702, 48.82570985483553), (9.301790271438504, 48.830629690305784)]","['unknown', 'restaurant', 'post_box', 'parking_entrance', 'parcel_locker']","[('Fürth', 'building', 'house', 197045400), ('Hiltmannsdorf', 'amenity', 'restaurant', 269884321), ('Roßtal', 'amenity', 'post_box', 364712578), ('Waiblingen', 'amenity', 'parking', 804526556), ('Waiblingen', 'amenity', 'fast_food', 209282128)]",5
A7538A1E5657D327914D63741005184F2024-06-19,"[(8.878791042719362, 49.298095432902436), (9.219689191946825, 49.18874166869103), (9.178542618799801, 48.777262268546075), (9.172993716351115, 48.77164824594938), (9.225619567093071, 48.794047156575225), (9.22997637362772, 48.79305461431131)]","['unknown', 'vending_machine', 'pharmacy', 'pharmacy', 'events_centre', 'parking_entrance']","[('Waibstadt', 'building', 'yes', 401083577), ('Neckarsulm (Kernstadt)', 'amenity', 'clock', 8120514223), ('Stuttgart', 'building', 'apartments', 9724284), ('Stuttgart', 'amenity', 'bank', 3755195577), ('Stuttgart', 'amenity', 'events_centre', 24169069), ('Stuttgart', 'amenity', 'pub', 438908088)]",6
A7538A1E5657D327914D63741005184F2024-07-05,"[(9.22143392534301, 48.80979816133704), (9.178862631918188, 48.777542896479105), (9.180686785790474, 48.78196725429347), (9.17278154604514, 48.771789126401465), (9.22976363131444, 48.79305503857556), (9.231357259676631, 48.79263016571314), (9.220432523327888, 48.79665618369866), (9.219807722266584, 48.80291376564221)]","['parking_entrance', 'pharmacy', 'parking_entrance', 'cafe', 'parking_entrance', 'unknown', 'waste_basket', 'doctors']","[('Stuttgart', 'tourism', 'hotel', 1263879947), ('Stuttgart', 'leisure', 'outdoor_seating', 375386137), ('Stuttgart', 'building', 'retail', 309752974), ('Stuttgart', 'shop', 'convenience', 3097227321), ('Stuttgart', 'man_made', 'bridge', 3672953), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'highway', 'secondary', 174190396), ('Stuttgart', 'building', 'apartments', 108044888)]",8
AAB2C025249B9428F0D91D0B309C7CC32024-06-19,"[(8.77267272484546, 50.28514005532441), (8.581292765641921, 50.024559370409406), (8.603438244474546, 50.03721476332203), (9.232521811336166, 48.79143304745744), (9.309251025146498, 49.14271699708253)]","['unknown', 'parking', 'parking', 'unknown', 'charging_station']","[('Nieder-Wöllstadt', 'building', 'detached', 405364048), ('Frankfurt am Main', 'amenity', 'parking', 40956355), ('Zeppelinheim', 'highway', 'unclassified', 22873695), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Ellhofen', 'amenity', 'fast_food', 50389339)]",5
B05FE43EB75064886D28D116E3C4A7A22024-06-19,"[(11.031796034213375, 50.9673920735191), (11.03757981356712, 50.97242051613279), (9.064248997128578, 48.9596886331211), (9.232422909872106, 48.793049707050955)]","['pharmacy', 'clock', 'police', 'unknown']","[('Erfurt', 'place', 'house', 488638663), ('Erfurt', 'shop', 'gift', 434905542), ('Sachsenheim', 'amenity', 'bar', 6690535969), ('Stuttgart', 'leisure', 'stadium', 3869991)]",4
B05FE43EB75064886D28D116E3C4A7A22024-07-05,"[(9.062970587307563, 48.961516527038306), (9.064248997128578, 48.9596886331211), (9.215347378074691, 48.804819764163206), (9.23029773875561, 48.792909146628325)]","['waste_basket', 'police', 'restaurant', 'exhibition_centre']","[('Sachsenheim', 'railway', 'platform', 115843360), ('Sachsenheim', 'amenity', 'bar', 6690535969), ('Stuttgart', 'place', 'house', 3787891645), ('Stuttgart', 'tourism', 'attraction', 136082204)]",4
B6C0833AF27EB9023BA01327ED694E682024-06-19,"[(9.1467118793165, 48.36235307095956), (9.230082744782496, 48.79305440203194), (9.231353058954483, 48.7917165227687)]","['unknown', 'exhibition_centre', 'unknown']","[('Burladingen', 'building', 'house', 209285316), ('Stuttgart', 'amenity', 'exhibition_centre', 438908085), ('Stuttgart', 'leisure', 'stadium', 3869991)]",3
B6C0833AF27EB9023BA01327ED694E682024-07-05,"[(9.146817351191846, 48.36235293640502), (9.097551331177517, 48.52223349662337), (9.153288609545216, 48.690360347771765), (9.231246367662207, 48.79164645598297), (9.23136016799261, 48.79326268766618)]","['unknown', 'fast_food', 'bench', 'unknown', 'exhibition_centre']","[('Burladingen', 'building', 'house', 209285316), ('Tübingen', 'amenity', 'parking', 20637529), ('unknown', 'amenity', 'parking', 31138992), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'leisure', 'stadium', 3869991)]",5
B856B8F84BD14860F52EA123142BE4132024-07-05,"[(9.060962536180316, 48.62655939718116), (9.17353164503514, 48.773474745420266), (9.23092823074128, 48.79185793643578)]","['unknown', 'fast_food', 'parking']","[('Weil im Schönbuch', 'building', 'yes', 544116076), ('Stuttgart', 'building', 'office', 108691788), ('Stuttgart', 'leisure', 'stadium', 3869991)]",3
BB35AB0F4BD31C161AE6850B8025C4322024-07-05,"[(12.010344315706762, 51.177667367854646), (9.214583281428952, 48.700453386486174), (9.21725127659932, 48.80221580472993), (9.229971876715767, 48.79185921329795)]","['fuel', 'restaurant', 'taxi', 'post_box']","[('Lützen', 'highway', 'services', 195010293), ('Stuttgart', 'building', 'yes', 132070647), ('Stuttgart', 'building', 'retail', 244442209), ('Stuttgart', 'amenity', 'parking', 438908086)]",4
BD98577D1FB42D4F1590F88984915D3C2024-06-19,"[(13.421401940034887, 48.59820951364531), (9.26278052584335, 49.044935954040106), (9.169578943403994, 48.83111081645652), (9.166806056492259, 48.829568539584365), (9.233162297108874, 48.79192371981148), (9.166833309135761, 48.772640497059584), (9.170534644825711, 48.76764588707112), (9.16840053241978, 48.76532974699503)]","['bicycle_rental', 'fast_food', 'post_box', 'post_box', 'unknown', 'bicycle_parking', 'waste_basket', 'post_box']","[('Passau', 'place', 'house', 2500817366), ('Ilsfeld', 'amenity', 'parking', 89431684), ('Stuttgart', 'amenity', 'casino', 9830375304), ('Stuttgart', 'building', 'train_station', 100305710), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'shop', 'doityourself', 116412377), ('Stuttgart', 'highway', 'residential', 432575530), ('Stuttgart', 'building', 'apartments', 41989503)]",8
C3158409C495F5B2818E9AC7F805971F2024-07-05,"[(7.153179782465899, 51.237945313634924), (9.233162297108874, 48.79192371981148), (9.231140967975978, 48.791294841360525), (7.7501315848280345, 50.48332315923222)]","['parking', 'unknown', 'unknown', 'fast_food']","[('Wuppertal', 'building', 'yes', 185587591), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Mogendorf', 'building', 'retail', 68768112)]",4
C7BF383BF45DBE7645BB8D2C25D95DA12024-06-19,"[(9.529013305455573, 49.16862444698104), (9.483627814899938, 49.19644205686145), (9.23050533180374, 48.79242102991881)]","['unknown', 'parking', 'unknown']","[('Harsberg', 'building', 'yes', 297323730), ('Öhringen', 'building', 'industrial', 211354895), ('Stuttgart', 'leisure', 'stadium', 3869991)]",3
C9E2BC0D1DF75B67D55FA0EE01A8335D2024-07-05,"[(8.573421688999533, 49.44529845201278), (9.166592459874723, 48.82935816135846), (9.234227947312256, 48.79227209891341), (9.233162297108874, 48.79192371981148), (8.543775061621046, 49.41131354473178)]","['unknown', 'post_box', 'parking', 'unknown', 'charging_station']","[('Mannheim', 'craft', 'plumber', 121768341), ('Stuttgart', 'building', 'train_station', 100305710), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Brühl', 'amenity', 'fast_food', 121997648)]",5
CAE1661885F43E3053E9FADE21FEDA0C2024-07-05,"[(6.828628561535407, 51.46739450793708), (9.184291307857373, 48.779010245492444), (9.178862631918188, 48.777542896479105), (9.181092458364454, 48.77662576114224), (9.191552499317403, 48.78686987456452), (9.195816403067113, 48.78931981973965), (9.203176480313598, 48.79451058625548), (9.188883253796464, 48.78413332328949), (9.200301852486826, 48.793811884122135), (9.229120604062018, 48.79108485382633), (9.233162297108874, 48.79192371981148), (9.212135337496818, 48.80004662987951), (9.264809148202575, 49.0442280507545)]","['unknown', 'parking_entrance', 'pharmacy', 'grit_bin', 'restaurant', 'fast_food', 'unknown', 'restaurant', 'studio', 'parking_entrance', 'unknown', 'bicycle_parking', 'waste_basket']","[('Oberhausen', 'building', 'yes', 338696244), ('Stuttgart', 'amenity', 'parking', 166004608), ('Stuttgart', 'leisure', 'outdoor_seating', 375386137), ('Stuttgart', 'highway', 'pedestrian', 5576902), ('Stuttgart', 'building', 'yes', 114249572), ('Stuttgart', 'place', 'house', 4246383520), ('Stuttgart', 'building', 'apartments', 108693905), ('Stuttgart', 'amenity', 'parking', 6208630971), ('Stuttgart', 'building', 'house', 562460532), ('Stuttgart', 'leisure', 'pitch', 25216449), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'man_made', 'bridge', 157667334), ('Ilsfeld', 'highway', 'services', 550645507)]",13
D549CF9F51379D096D7E06C0985E3A642024-07-05,"[(11.443723304209383, 48.18035855588058), (9.183029004727256, 48.78280743012007), (9.181431224218539, 48.78196608281756), (9.204993721927128, 48.79668607406871), (9.212537128238745, 48.794423425631905), (9.2309359718832, 48.79150568206849)]","['vending_machine', 'waste_basket', 'restaurant', 'grit_bin', 'recycling', 'unknown']","[('München', 'place', 'house', 2835677251), ('Stuttgart', 'man_made', 'bridge', 1029302966), ('Stuttgart', 'building', 'retail', 309752974), ('Stuttgart', 'highway', 'primary', 10238542), ('Stuttgart', 'tourism', 'guest_house', 1059970690), ('Stuttgart', 'leisure', 'stadium', 3869991)]",6
D7115D5047474EBB22724F8BC4E349C52024-06-19,"[(11.639560991979636, 48.18685144370431), (9.443750492688297, 48.644275450576), (9.44535617766782, 48.64595604229176), (9.450406670596076, 48.65331610026812), (9.241137591551555, 48.79141534495941), (9.231679282741712, 48.79326204670055)]","['parking_entrance', 'post_box', 'restaurant', 'parking', 'bench', 'unknown']","[('Unterföhring', 'place', 'house', 9464151197), ('Kirchheim unter Teck', 'railway', 'stop', 3223114793), ('Kirchheim unter Teck', 'amenity', 'dentist', 10263280860), ('Kirchheim unter Teck', 'tourism', 'hotel', 518645425), ('Stuttgart', 'building', 'yes', 313052690), ('Stuttgart', 'leisure', 'stadium', 3869991)]",6
DD1273538171698AAC095498C2A4A9F62024-07-05,"[(9.642823637927853, 48.644250151849015), (9.650623480386566, 48.70640664119523), (9.639150151564722, 48.714412767474435), (9.231466216277106, 48.79319219389609), (9.43092014340789, 48.644605296862544), (9.576336019478493, 48.6545822114112)]","['unknown', 'vending_machine', 'school', 'unknown', 'bicycle_parking', 'unknown']","[('Dürnau', 'place', 'house', 5409529508), ('Göppingen (Kernstadt)', 'building', 'apartments', 273173594), ('Göppingen (Kernstadt)', 'building', 'apartments', 268968876), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Kirchheim unter Teck', 'amenity', 'parking', 14049587), ('Zell unter Aichelberg', 'building', 'residential', 319562271)]",6
E093D4F548DDE86CCF0F53F8DAF0C25A2024-07-05,"[(6.958471412652187, 50.94292102638695), (9.232629153755742, 48.79164367351817), (9.178647959382756, 48.77698098120039), (9.182823197335603, 48.7845646125895)]","['atm', 'unknown', 'parking_entrance', 'fast_food']","[('Köln', 'railway', 'platform', 6838169), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'building', 'apartments', 9724284), ('Stuttgart', 'highway', 'service', 234914151)]",4
E717F1D686B930CD79458CD952CC23CD2024-06-19,"[(9.146694780510982, 49.19581537863689), (9.151928733563016, 49.189132398634904), (9.172495551595718, 48.78141805623859), (9.228057551682218, 48.79214351096033), (9.23114839339002, 48.79298071199804), (9.233162297108874, 48.79192371981148)]","['school', 'parking', 'bench', 'parking', 'exhibition_centre', 'unknown']","[('Heilbronn', 'building', 'yes', 127994045), ('Heilbronn', 'building', 'yes', 106433180), ('Stuttgart', 'highway', 'pedestrian', 352864466), ('Stuttgart', 'amenity', 'parking', 25001042), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'leisure', 'stadium', 3869991)]",6
E71A33E44DCD8CC18A724D2C1D50D1BF2024-07-05,"[(9.182665747627848, 48.85850010294332), (9.213858130819922, 48.80489281741118), (9.215025485533427, 48.80298928740561), (9.219588495088855, 48.797007788854664), (9.231461043650514, 48.79206771037031), (9.233162297108874, 48.79192371981148)]","['unknown', 'fountain', 'vending_machine', 'fire_station', 'unknown', 'unknown']","[('Kornwestheim', 'place', 'house', 4826583506), ('Stuttgart', 'building', 'apartments', 135862201), ('Stuttgart', 'amenity', 'parking', 108047169), ('Stuttgart', 'building', 'yes', 109578302), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'leisure', 'stadium', 3869991)]",6
E81007EE27FCD50EDE665A98CB5EF5B32024-07-05,"[(7.091106105511996, 49.7917630779452), (7.126743675898487, 49.80780526379884), (7.089659909092369, 49.79265281404926), (9.219246967660759, 48.79496925400101), (9.231466216277106, 48.79319219389609), (7.706322439577913, 49.44622806648228)]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'fast_food']","[('Morbach', 'highway', 'residential', 94473107), ('Morbach', 'highway', 'residential', 147695237), ('Morbach', 'highway', 'residential', 147692202), ('Stuttgart', 'highway', 'pedestrian', 14247592), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Kaiserslautern', 'amenity', 'parking', 161302364)]",6
EA4644CF069CDEB0CA86B65259E67E1D2024-06-19,"[(8.78670166808791, 48.723016245848164), (8.794343745608948, 48.72443596271136), (8.804222559667657, 48.724593543970414), (8.909007674615003, 48.64087732570511), (9.228589717168216, 48.792214002196914), (9.232521486583327, 48.791362767227234)]","['unknown', 'fountain', 'unknown', 'post_box', 'parking', 'unknown']","[('Althengstett', 'building', 'yes', 304401190), ('Althengstett', 'building', 'kindergarten', 1118053587), ('Althengstett', 'building', 'yes', 70502471), ('Gärtringen', 'railway', 'platform', 29249156), ('Stuttgart', 'tourism', 'attraction', 136082204), ('Stuttgart', 'leisure', 'stadium', 3869991)]",6
F11C0EAF9048E6416B243DAD27BECA1F2024-07-05,"[(8.030941894180055, 52.30122535602983), (8.113881596307815, 52.278908096023706), (8.070031819907857, 52.26199403941616), (9.485024381242999, 51.03562482493002), (9.95100280922839, 49.794379491158246), (9.804562630328306, 49.70884559958344), (9.033792433623166, 48.742606410798714), (9.166688511178403, 48.69772135410879), (9.17168617300663, 48.762372930969676), (9.182898651373888, 48.7762012228451), (9.232521811336166, 48.79143304745744)]","['unknown', 'unknown', 'recycling', 'bench', 'vending_machine', 'waste_disposal', 'fuel', 'parking', 'unknown', 'grit_bin', 'unknown']","[('Osnabrück', 'building', 'apartments', 204320245), ('Osnabrück', 'highway', 'residential', 29269030), ('Osnabrück', 'amenity', 'parking', 238060435), ('Berndshausen', 'amenity', 'parking', 1365069894), ('Würzburg', 'highway', 'primary', 627772271), ('Großrinderfeld', 'amenity', 'parking', 257586536), ('Sindelfingen', 'highway', 'services', 240053992), ('unknown', 'tourism', 'hotel', 53169698), ('Stuttgart', 'place', 'house', 1883010089), ('Stuttgart', 'junction', 'yes', 2022261), ('Stuttgart', 'leisure', 'stadium', 3869991)]",11
