venue_type,day,hour,pair
outing,2024-05-11,2,2.0
outing,2024-05-11,3,3.0
outing,2024-05-11,4,1.0
outing,2024-05-11,5,2.0
outing,2024-05-11,6,2.0
outing,2024-05-11,7,3.0
outing,2024-05-11,8,6.0
outing,2024-05-11,9,7.0
outing,2024-05-11,10,22.0
outing,2024-05-11,11,33.0
outing,2024-05-11,12,44.0
outing,2024-05-11,13,37.0
outing,2024-05-11,14,40.0
outing,2024-05-11,15,37.0
outing,2024-05-11,16,44.0
outing,2024-05-11,17,21.0
outing,2024-05-11,18,38.0
outing,2024-05-11,19,34.0
outing,2024-05-11,20,22.0
outing,2024-05-11,21,30.0
outing,2024-05-11,22,22.0
outing,2024-05-11,23,18.0
outing,2024-05-12,0,21.0
outing,2024-05-12,1,9.0
outing,2024-05-12,2,8.0
outing,2024-05-12,3,8.0
outing,2024-05-12,4,2.0
outing,2024-05-12,5,4.0
outing,2024-05-12,6,4.0
outing,2024-05-12,7,5.0
outing,2024-05-12,8,6.0
outing,2024-05-12,9,6.0
outing,2024-05-12,10,6.0
outing,2024-05-12,11,21.0
outing,2024-05-12,12,41.0
outing,2024-05-12,13,37.0
outing,2024-05-12,14,44.0
outing,2024-05-12,15,41.0
outing,2024-05-12,16,30.0
outing,2024-05-12,17,17.0
outing,2024-05-12,18,15.0
outing,2024-05-12,19,11.0
outing,2024-05-12,20,5.0
outing,2024-05-12,21,7.0
outing,2024-05-12,22,5.0
outing,2024-05-12,23,2.0
outing,2024-05-13,0,1.0
outing,2024-05-13,1,
outing,2024-05-13,2,1.0
outing,2024-05-13,3,1.0
outing,2024-05-13,4,2.0
outing,2024-05-13,5,3.0
outing,2024-05-13,6,3.0
outing,2024-05-13,7,12.0
outing,2024-05-13,8,16.0
outing,2024-05-13,9,17.0
outing,2024-05-13,10,16.0
outing,2024-05-13,11,19.0
outing,2024-05-13,12,14.0
outing,2024-05-13,13,16.0
outing,2024-05-13,14,10.0
outing,2024-05-13,15,19.0
outing,2024-05-13,16,15.0
outing,2024-05-13,17,16.0
outing,2024-05-13,18,12.0
outing,2024-05-13,19,6.0
outing,2024-05-13,20,2.0
outing,2024-05-13,21,5.0
outing,2024-05-13,22,1.0
outing,2024-05-13,23,1.0
outing,2024-05-14,0,
outing,2024-05-14,1,1.0
outing,2024-05-14,2,1.0
outing,2024-05-14,3,1.0
outing,2024-05-14,4,2.0
outing,2024-05-14,5,1.0
outing,2024-05-14,6,4.0
outing,2024-05-14,7,12.0
outing,2024-05-14,8,10.0
outing,2024-05-14,9,13.0
outing,2024-05-14,10,13.0
outing,2024-05-14,11,16.0
outing,2024-05-14,12,12.0
outing,2024-05-14,13,13.0
outing,2024-05-14,14,18.0
outing,2024-05-14,15,18.0
outing,2024-05-14,16,16.0
outing,2024-05-14,17,21.0
outing,2024-05-14,18,15.0
outing,2024-05-14,19,11.0
outing,2024-05-14,20,11.0
outing,2024-05-14,21,2.0
outing,2024-05-14,22,4.0
outing,2024-05-14,23,3.0
outing,2024-05-15,0,4.0
outing,2024-05-15,1,2.0
outing,2024-05-15,2,2.0
outing,2024-05-15,3,1.0
outing,2024-05-15,4,2.0
outing,2024-05-15,5,1.0
outing,2024-05-15,6,3.0
outing,2024-05-15,7,8.0
outing,2024-05-15,8,11.0
outing,2024-05-15,9,13.0
outing,2024-05-15,10,13.0
outing,2024-05-15,11,10.0
outing,2024-05-15,12,10.0
outing,2024-05-15,13,12.0
outing,2024-05-15,14,10.0
outing,2024-05-15,15,22.0
outing,2024-05-15,16,12.0
outing,2024-05-15,17,23.0
outing,2024-05-15,18,12.0
outing,2024-05-15,19,12.0
outing,2024-05-15,20,10.0
outing,2024-05-15,21,8.0
outing,2024-05-15,22,2.0
outing,2024-05-15,23,4.0
outing,2024-05-16,0,2.0
outing,2024-05-16,1,2.0
outing,2024-05-16,2,
outing,2024-05-16,3,2.0
outing,2024-05-16,4,1.0
outing,2024-05-16,5,1.0
outing,2024-05-16,6,4.0
outing,2024-05-16,7,4.0
outing,2024-05-16,8,17.0
outing,2024-05-16,9,13.0
outing,2024-05-16,10,16.0
outing,2024-05-16,11,25.0
outing,2024-05-16,12,19.0
outing,2024-05-16,13,14.0
outing,2024-05-16,14,19.0
outing,2024-05-16,15,27.0
outing,2024-05-16,16,27.0
outing,2024-05-16,17,17.0
outing,2024-05-16,18,26.0
outing,2024-05-16,19,18.0
outing,2024-05-16,20,16.0
outing,2024-05-16,21,16.0
outing,2024-05-16,22,7.0
outing,2024-05-16,23,2.0
outing,2024-05-17,0,2.0
outing,2024-05-17,1,1.0
outing,2024-05-17,2,
outing,2024-05-17,3,
outing,2024-05-17,4,1.0
outing,2024-05-17,5,2.0
outing,2024-05-17,6,4.0
outing,2024-05-17,7,7.0
outing,2024-05-17,8,9.0
outing,2024-05-17,9,14.0
outing,2024-05-17,10,18.0
outing,2024-05-17,11,17.0
outing,2024-05-17,12,21.0
outing,2024-05-17,13,26.0
outing,2024-05-17,14,19.0
outing,2024-05-17,15,30.0
outing,2024-05-17,16,26.0
outing,2024-05-17,17,24.0
outing,2024-05-17,18,19.0
outing,2024-05-17,19,28.0
outing,2024-05-17,20,15.0
outing,2024-05-17,21,14.0
outing,2024-05-17,22,12.0
outing,2024-05-17,23,8.0
outing,2024-05-18,0,8.0
outing,2024-05-18,1,6.0
outing,2024-05-18,2,2.0
outing,2024-05-18,3,3.0
outing,2024-05-18,4,2.0
outing,2024-05-18,5,4.0
outing,2024-05-18,6,4.0
outing,2024-05-18,7,4.0
outing,2024-05-18,8,7.0
outing,2024-05-18,9,8.0
outing,2024-05-18,10,26.0
outing,2024-05-18,11,34.0
outing,2024-05-18,12,36.0
outing,2024-05-18,13,28.0
outing,2024-05-18,14,22.0
outing,2024-05-18,15,34.0
outing,2024-05-18,16,17.0
outing,2024-05-18,17,24.0
outing,2024-05-18,18,32.0
outing,2024-05-18,19,33.0
outing,2024-05-18,20,18.0
outing,2024-05-18,21,24.0
outing,2024-05-18,22,29.0
outing,2024-05-18,23,16.0
outing,2024-05-19,0,16.0
outing,2024-05-19,1,14.0
outing,2024-05-19,2,8.0
outing,2024-05-19,3,3.0
outing,2024-05-19,4,2.0
outing,2024-05-19,5,
outing,2024-05-19,6,2.0
outing,2024-05-19,7,4.0
outing,2024-05-19,8,5.0
outing,2024-05-19,9,6.0
outing,2024-05-19,10,8.0
outing,2024-05-19,11,18.0
outing,2024-05-19,12,19.0
outing,2024-05-19,13,29.0
outing,2024-05-19,14,22.0
outing,2024-05-19,15,22.0
outing,2024-05-19,16,37.0
outing,2024-05-19,17,35.0
outing,2024-05-19,18,28.0
outing,2024-05-19,19,21.0
outing,2024-05-19,20,28.0
outing,2024-05-19,21,14.0
outing,2024-05-19,22,23.0
outing,2024-05-19,23,11.0
outing,2024-05-20,0,7.0
outing,2024-05-20,1,7.0
outing,2024-05-20,2,6.0
outing,2024-05-20,3,3.0
outing,2024-05-20,4,4.0
outing,2024-05-20,5,3.0
outing,2024-05-20,6,2.0
outing,2024-05-20,7,2.0
outing,2024-05-20,8,2.0
outing,2024-05-20,9,5.0
outing,2024-05-20,10,12.0
outing,2024-05-20,11,15.0
outing,2024-05-20,12,33.0
outing,2024-05-20,13,27.0
outing,2024-05-20,14,30.0
outing,2024-05-20,15,28.0
outing,2024-05-20,16,19.0
outing,2024-05-20,17,17.0
outing,2024-05-20,18,14.0
outing,2024-05-20,19,5.0
outing,2024-05-20,20,5.0
outing,2024-05-20,21,8.0
outing,2024-05-20,22,4.0
outing,2024-05-20,23,3.0
outing,2024-05-21,0,3.0
outing,2024-05-21,1,1.0
outing,2024-05-21,2,1.0
outing,2024-05-21,3,1.0
outing,2024-05-21,4,2.0
outing,2024-05-21,5,5.0
outing,2024-05-21,6,
outing,2024-05-21,7,10.0
outing,2024-05-21,8,7.0
outing,2024-05-21,9,14.0
outing,2024-05-21,10,21.0
outing,2024-05-21,11,20.0
outing,2024-05-21,12,25.0
outing,2024-05-21,13,15.0
outing,2024-05-21,14,16.0
outing,2024-05-21,15,20.0
outing,2024-05-21,16,15.0
outing,2024-05-21,17,12.0
outing,2024-05-21,18,19.0
outing,2024-05-21,19,14.0
outing,2024-05-21,20,8.0
outing,2024-05-21,21,4.0
outing,2024-05-21,22,4.0
outing,2024-05-21,23,3.0
outing,2024-05-22,0,2.0
outing,2024-05-22,1,1.0
outing,2024-05-22,2,1.0
outing,2024-05-22,3,
outing,2024-05-22,4,2.0
outing,2024-05-22,5,1.0
outing,2024-05-22,6,5.0
outing,2024-05-22,7,10.0
outing,2024-05-22,8,15.0
outing,2024-05-22,9,13.0
outing,2024-05-22,10,11.0
outing,2024-05-22,11,12.0
outing,2024-05-22,12,17.0
outing,2024-05-22,13,19.0
outing,2024-05-22,14,16.0
outing,2024-05-22,15,21.0
outing,2024-05-22,16,16.0
outing,2024-05-22,17,15.0
outing,2024-05-22,18,14.0
outing,2024-05-22,19,16.0
outing,2024-05-22,20,6.0
outing,2024-05-22,21,7.0
outing,2024-05-22,22,5.0
outing,2024-05-22,23,6.0
outing,2024-05-23,0,4.0
outing,2024-05-23,1,2.0
outing,2024-05-23,2,3.0
outing,2024-05-23,3,1.0
outing,2024-05-23,4,3.0
outing,2024-05-23,5,2.0
outing,2024-05-23,6,9.0
outing,2024-05-23,7,10.0
outing,2024-05-23,8,9.0
outing,2024-05-23,9,7.0
outing,2024-05-23,10,18.0
outing,2024-05-23,11,11.0
outing,2024-05-23,12,19.0
outing,2024-05-23,13,6.0
outing,2024-05-23,14,17.0
outing,2024-05-23,15,17.0
outing,2024-05-23,16,22.0
outing,2024-05-23,17,19.0
outing,2024-05-23,18,12.0
outing,2024-05-23,19,17.0
outing,2024-05-23,20,12.0
outing,2024-05-23,21,10.0
outing,2024-05-23,22,6.0
outing,2024-05-23,23,4.0
outing,2024-05-24,0,4.0
outing,2024-05-24,1,2.0
outing,2024-05-24,2,2.0
outing,2024-05-24,3,1.0
outing,2024-05-24,4,2.0
outing,2024-05-24,5,4.0
outing,2024-05-24,6,4.0
outing,2024-05-24,7,9.0
outing,2024-05-24,8,10.0
outing,2024-05-24,9,13.0
outing,2024-05-24,10,12.0
outing,2024-05-24,11,18.0
outing,2024-05-24,12,16.0
outing,2024-05-24,13,19.0
outing,2024-05-24,14,19.0
outing,2024-05-24,15,20.0
outing,2024-05-24,16,11.0
outing,2024-05-24,17,24.0
outing,2024-05-24,18,17.0
outing,2024-05-24,19,14.0
outing,2024-05-24,20,15.0
outing,2024-05-24,21,15.0
outing,2024-05-24,22,15.0
outing,2024-05-24,23,8.0
outing,2024-05-25,0,8.0
outing,2024-05-25,1,10.0
outing,2024-05-25,2,8.0
outing,2024-05-25,3,3.0
outing,2024-05-25,4,2.0
outing,2024-05-25,5,1.0
outing,2024-05-25,6,1.0
outing,2024-05-25,7,3.0
outing,2024-05-25,8,6.0
outing,2024-05-25,9,19.0
outing,2024-05-25,10,19.0
outing,2024-05-25,11,29.0
outing,2024-05-25,12,34.0
outing,2024-05-25,13,48.0
outing,2024-05-25,14,45.0
outing,2024-05-25,15,34.0
outing,2024-05-25,16,59.0
outing,2024-05-25,17,57.0
outing,2024-05-25,18,50.0
outing,2024-05-25,19,57.0
outing,2024-05-25,20,38.0
outing,2024-05-25,21,32.0
outing,2024-05-25,22,16.0
outing,2024-05-25,23,18.0
outing,2024-05-26,0,14.0
outing,2024-05-26,1,12.0
outing,2024-05-26,2,10.0
outing,2024-05-26,3,3.0
outing,2024-05-26,4,3.0
outing,2024-05-26,5,1.0
outing,2024-05-26,6,2.0
outing,2024-05-26,7,2.0
outing,2024-05-26,8,3.0
outing,2024-05-26,9,5.0
outing,2024-05-26,10,5.0
outing,2024-05-26,11,11.0
outing,2024-05-26,12,24.0
outing,2024-05-26,13,23.0
outing,2024-05-26,14,22.0
outing,2024-05-26,15,13.0
outing,2024-05-26,16,13.0
outing,2024-05-26,17,12.0
outing,2024-05-26,18,15.0
outing,2024-05-26,19,12.0
outing,2024-05-26,20,3.0
outing,2024-05-26,21,4.0
outing,2024-05-26,22,2.0
outing,2024-05-26,23,2.0
outing,2024-05-27,0,2.0
outing,2024-05-27,1,2.0
outing,2024-05-27,2,1.0
outing,2024-05-27,3,
outing,2024-05-27,4,1.0
outing,2024-05-27,5,1.0
outing,2024-05-27,6,4.0
outing,2024-05-27,7,7.0
outing,2024-05-27,8,14.0
outing,2024-05-27,9,15.0
outing,2024-05-27,10,24.0
outing,2024-05-27,11,9.0
outing,2024-05-27,12,14.0
outing,2024-05-27,13,14.0
outing,2024-05-27,14,7.0
outing,2024-05-27,15,25.0
outing,2024-05-27,16,32.0
outing,2024-05-27,17,22.0
outing,2024-05-27,18,13.0
outing,2024-05-27,19,7.0
outing,2024-05-27,20,7.0
outing,2024-05-27,21,7.0
outing,2024-05-27,22,3.0
outing,2024-05-27,23,2.0
outing,2024-05-28,0,2.0
outing,2024-05-28,1,1.0
outing,2024-05-28,2,1.0
outing,2024-05-28,3,1.0
outing,2024-05-28,4,1.0
outing,2024-05-28,5,2.0
outing,2024-05-28,6,2.0
outing,2024-05-28,7,7.0
outing,2024-05-28,8,13.0
outing,2024-05-28,9,13.0
outing,2024-05-28,10,14.0
outing,2024-05-28,11,20.0
outing,2024-05-28,12,28.0
outing,2024-05-28,13,17.0
outing,2024-05-28,14,18.0
outing,2024-05-28,15,22.0
outing,2024-05-28,16,21.0
outing,2024-05-28,17,15.0
outing,2024-05-28,18,20.0
outing,2024-05-28,19,10.0
outing,2024-05-28,20,11.0
outing,2024-05-28,21,6.0
outing,2024-05-28,22,4.0
outing,2024-05-28,23,3.0
outing,2024-05-29,0,2.0
outing,2024-05-29,1,2.0
outing,2024-05-29,2,1.0
outing,2024-05-29,3,1.0
outing,2024-05-29,4,2.0
outing,2024-05-29,5,3.0
outing,2024-05-29,6,5.0
outing,2024-05-29,7,5.0
outing,2024-05-29,8,10.0
outing,2024-05-29,9,18.0
outing,2024-05-29,10,16.0
outing,2024-05-29,11,10.0
outing,2024-05-29,12,14.0
outing,2024-05-29,13,23.0
outing,2024-05-29,14,21.0
outing,2024-05-29,15,18.0
outing,2024-05-29,16,25.0
outing,2024-05-29,17,29.0
outing,2024-05-29,18,19.0
outing,2024-05-29,19,15.0
outing,2024-05-29,20,12.0
outing,2024-05-29,21,11.0
outing,2024-05-29,22,6.0
outing,2024-05-29,23,11.0
outing,2024-05-30,0,3.0
outing,2024-05-30,1,3.0
outing,2024-05-30,2,4.0
outing,2024-05-30,3,2.0
outing,2024-05-30,4,1.0
outing,2024-05-30,5,2.0
outing,2024-05-30,6,4.0
outing,2024-05-30,7,7.0
outing,2024-05-30,8,7.0
outing,2024-05-30,9,14.0
outing,2024-05-30,10,21.0
outing,2024-05-30,11,18.0
outing,2024-05-30,12,20.0
outing,2024-05-30,13,31.0
outing,2024-05-30,14,25.0
outing,2024-05-30,15,18.0
outing,2024-05-30,16,20.0
outing,2024-05-30,17,23.0
outing,2024-05-30,18,12.0
outing,2024-05-30,19,13.0
outing,2024-05-30,20,15.0
outing,2024-05-30,21,12.0
outing,2024-05-30,22,7.0
outing,2024-05-30,23,2.0
outing,2024-05-31,0,2.0
outing,2024-05-31,1,2.0
outing,2024-05-31,2,2.0
outing,2024-05-31,3,2.0
outing,2024-05-31,4,2.0
outing,2024-05-31,5,3.0
outing,2024-05-31,6,3.0
outing,2024-05-31,7,10.0
outing,2024-05-31,8,12.0
outing,2024-05-31,9,9.0
outing,2024-05-31,10,24.0
outing,2024-05-31,11,19.0
outing,2024-05-31,12,31.0
outing,2024-05-31,13,33.0
outing,2024-05-31,14,33.0
outing,2024-05-31,15,28.0
outing,2024-05-31,16,20.0
outing,2024-05-31,17,24.0
outing,2024-05-31,18,22.0
outing,2024-05-31,19,48.0
outing,2024-05-31,20,47.0
outing,2024-05-31,21,62.0
outing,2024-05-31,22,56.0
outing,2024-05-31,23,36.0
outing,2024-06-01,0,13.0
outing,2024-06-01,1,8.0
outing,2024-06-01,2,6.0
outing,2024-06-01,3,5.0
outing,2024-06-01,4,2.0
outing,2024-06-01,5,2.0
outing,2024-06-01,6,3.0
outing,2024-06-01,7,5.0
outing,2024-06-01,8,6.0
outing,2024-06-01,9,12.0
outing,2024-06-01,10,16.0
outing,2024-06-01,11,21.0
outing,2024-06-01,12,29.0
outing,2024-06-01,13,44.0
outing,2024-06-01,14,33.0
outing,2024-06-01,15,25.0
outing,2024-06-01,16,44.0
outing,2024-06-01,17,41.0
outing,2024-06-01,18,43.0
outing,2024-06-01,19,36.0
outing,2024-06-01,20,50.0
outing,2024-06-01,21,27.0
outing,2024-06-01,22,27.0
outing,2024-06-01,23,14.0
outing,2024-06-02,0,16.0
outing,2024-06-02,1,12.0
outing,2024-06-02,2,8.0
outing,2024-06-02,3,8.0
outing,2024-06-02,4,3.0
outing,2024-06-02,5,2.0
outing,2024-06-02,6,
outing,2024-06-02,7,
outing,2024-06-02,8,6.0
outing,2024-06-02,9,6.0
outing,2024-06-02,10,7.0
outing,2024-06-02,11,10.0
outing,2024-06-02,12,14.0
outing,2024-06-02,13,24.0
outing,2024-06-02,14,18.0
outing,2024-06-02,15,21.0
outing,2024-06-02,16,30.0
outing,2024-06-02,17,27.0
outing,2024-06-02,18,15.0
outing,2024-06-02,19,6.0
outing,2024-06-02,20,7.0
outing,2024-06-02,21,10.0
outing,2024-06-02,22,1.0
outing,2024-06-02,23,2.0
outing,2024-06-03,0,2.0
outing,2024-06-03,1,
outing,2024-06-03,2,
outing,2024-06-03,3,
outing,2024-06-03,4,
outing,2024-06-03,5,1.0
outing,2024-06-03,6,2.0
outing,2024-06-03,7,7.0
outing,2024-06-03,8,16.0
outing,2024-06-03,9,14.0
outing,2024-06-03,10,14.0
outing,2024-06-03,11,11.0
outing,2024-06-03,12,22.0
outing,2024-06-03,13,28.0
outing,2024-06-03,14,18.0
outing,2024-06-03,15,19.0
outing,2024-06-03,16,22.0
outing,2024-06-03,17,16.0
outing,2024-06-03,18,15.0
outing,2024-06-03,19,10.0
outing,2024-06-03,20,2.0
outing,2024-06-03,21,3.0
outing,2024-06-03,22,2.0
outing,2024-06-03,23,4.0
outing,2024-06-04,0,1.0
outing,2024-06-04,1,1.0
outing,2024-06-04,2,
outing,2024-06-04,3,
outing,2024-06-04,4,
outing,2024-06-04,5,
outing,2024-06-04,6,3.0
outing,2024-06-04,7,8.0
outing,2024-06-04,8,15.0
outing,2024-06-04,9,10.0
outing,2024-06-04,10,17.0
outing,2024-06-04,11,14.0
outing,2024-06-04,12,14.0
outing,2024-06-04,13,11.0
outing,2024-06-04,14,16.0
outing,2024-06-04,15,25.0
outing,2024-06-04,16,9.0
outing,2024-06-04,17,11.0
outing,2024-06-04,18,15.0
outing,2024-06-04,19,9.0
outing,2024-06-04,20,9.0
outing,2024-06-04,21,10.0
outing,2024-06-04,22,3.0
outing,2024-06-04,23,2.0
outing,2024-06-05,0,1.0
outing,2024-06-05,1,1.0
outing,2024-06-05,2,2.0
outing,2024-06-05,3,
outing,2024-06-05,4,
outing,2024-06-05,5,
outing,2024-06-05,6,2.0
outing,2024-06-05,7,7.0
outing,2024-06-05,8,16.0
outing,2024-06-05,9,10.0
outing,2024-06-05,10,21.0
outing,2024-06-05,11,24.0
outing,2024-06-05,12,26.0
outing,2024-06-05,13,27.0
outing,2024-06-05,14,15.0
outing,2024-06-05,15,11.0
outing,2024-06-05,16,12.0
outing,2024-06-05,17,21.0
outing,2024-06-05,18,14.0
outing,2024-06-05,19,7.0
outing,2024-06-05,20,5.0
outing,2024-06-05,21,6.0
outing,2024-06-05,22,6.0
outing,2024-06-05,23,2.0
outing,2024-06-06,0,2.0
outing,2024-06-06,1,2.0
outing,2024-06-06,2,1.0
outing,2024-06-06,3,
outing,2024-06-06,4,
outing,2024-06-06,5,3.0
outing,2024-06-06,6,6.0
outing,2024-06-06,7,13.0
outing,2024-06-06,8,16.0
outing,2024-06-06,9,13.0
outing,2024-06-06,10,12.0
outing,2024-06-06,11,17.0
outing,2024-06-06,12,24.0
outing,2024-06-06,13,14.0
outing,2024-06-06,14,20.0
outing,2024-06-06,15,20.0
outing,2024-06-06,16,26.0
outing,2024-06-06,17,21.0
outing,2024-06-06,18,16.0
outing,2024-06-06,19,18.0
outing,2024-06-06,20,7.0
outing,2024-06-06,21,2.0
outing,2024-06-06,22,3.0
outing,2024-06-06,23,3.0
outing,2024-06-07,0,3.0
outing,2024-06-07,1,2.0
outing,2024-06-07,2,1.0
outing,2024-06-07,3,
outing,2024-06-07,4,1.0
outing,2024-06-07,5,
outing,2024-06-07,6,5.0
outing,2024-06-07,7,6.0
outing,2024-06-07,8,6.0
outing,2024-06-07,9,16.0
outing,2024-06-07,10,14.0
outing,2024-06-07,11,22.0
outing,2024-06-07,12,17.0
outing,2024-06-07,13,27.0
outing,2024-06-07,14,21.0
outing,2024-06-07,15,16.0
outing,2024-06-07,16,21.0
outing,2024-06-07,17,27.0
outing,2024-06-07,18,30.0
outing,2024-06-07,19,19.0
outing,2024-06-07,20,21.0
outing,2024-06-07,21,27.0
outing,2024-06-07,22,26.0
outing,2024-06-07,23,10.0
outing,2024-06-08,0,6.0
outing,2024-06-08,1,6.0
outing,2024-06-08,2,5.0
outing,2024-06-08,3,2.0
outing,2024-06-08,4,1.0
outing,2024-06-08,5,
outing,2024-06-08,6,2.0
outing,2024-06-08,7,4.0
outing,2024-06-08,8,4.0
outing,2024-06-08,9,5.0
outing,2024-06-08,10,22.0
outing,2024-06-08,11,32.0
outing,2024-06-08,12,23.0
outing,2024-06-08,13,26.0
outing,2024-06-08,14,31.0
outing,2024-06-08,15,31.0
outing,2024-06-08,16,25.0
outing,2024-06-08,17,24.0
outing,2024-06-08,18,21.0
outing,2024-06-08,19,23.0
outing,2024-06-08,20,29.0
outing,2024-06-08,21,18.0
outing,2024-06-08,22,22.0
outing,2024-06-08,23,14.0
outing,2024-06-09,0,7.0
outing,2024-06-09,1,8.0
outing,2024-06-09,2,2.0
outing,2024-06-09,3,4.0
outing,2024-06-09,4,2.0
outing,2024-06-09,5,
outing,2024-06-09,6,
outing,2024-06-09,7,1.0
outing,2024-06-09,8,2.0
outing,2024-06-09,9,9.0
outing,2024-06-09,10,7.0
outing,2024-06-09,11,13.0
outing,2024-06-09,12,16.0
outing,2024-06-09,13,19.0
outing,2024-06-09,14,16.0
outing,2024-06-09,15,10.0
outing,2024-06-09,16,15.0
outing,2024-06-09,17,13.0
outing,2024-06-09,18,10.0
outing,2024-06-09,19,4.0
outing,2024-06-09,20,4.0
outing,2024-06-09,21,3.0
outing,2024-06-09,22,1.0
outing,2024-06-09,23,2.0
outing,2024-06-10,0,4.0
outing,2024-06-10,1,1.0
outing,2024-06-10,2,2.0
outing,2024-06-10,3,
outing,2024-06-10,4,1.0
outing,2024-06-10,5,
outing,2024-06-10,6,3.0
outing,2024-06-10,7,9.0
outing,2024-06-10,8,10.0
outing,2024-06-10,9,18.0
outing,2024-06-10,10,22.0
outing,2024-06-10,11,15.0
outing,2024-06-10,12,19.0
outing,2024-06-10,13,12.0
outing,2024-06-10,14,16.0
outing,2024-06-10,15,32.0
outing,2024-06-10,16,23.0
outing,2024-06-10,17,12.0
outing,2024-06-10,18,10.0
outing,2024-06-10,19,5.0
outing,2024-06-10,20,2.0
outing,2024-06-10,21,1.0
outing,2024-06-10,22,1.0
outing,2024-06-10,23,5.0
outing,2024-06-11,0,1.0
outing,2024-06-11,1,1.0
outing,2024-06-11,2,
outing,2024-06-11,3,1.0
outing,2024-06-11,4,1.0
outing,2024-06-11,5,3.0
outing,2024-06-11,6,3.0
outing,2024-06-11,7,13.0
outing,2024-06-11,8,14.0
outing,2024-06-11,9,18.0
outing,2024-06-11,10,18.0
outing,2024-06-11,11,21.0
outing,2024-06-11,12,17.0
outing,2024-06-11,13,23.0
outing,2024-06-11,14,14.0
outing,2024-06-11,15,22.0
outing,2024-06-11,16,20.0
outing,2024-06-11,17,23.0
outing,2024-06-11,18,22.0
outing,2024-06-11,19,18.0
outing,2024-06-11,20,8.0
outing,2024-06-11,21,5.0
outing,2024-06-11,22,3.0
outing,2024-06-11,23,4.0
outing,2024-06-12,0,4.0
outing,2024-06-12,1,3.0
outing,2024-06-12,2,2.0
outing,2024-06-12,3,2.0
outing,2024-06-12,4,2.0
outing,2024-06-12,5,2.0
outing,2024-06-12,6,1.0
outing,2024-06-12,7,9.0
outing,2024-06-12,8,15.0
outing,2024-06-12,9,18.0
outing,2024-06-12,10,13.0
outing,2024-06-12,11,10.0
outing,2024-06-12,12,16.0
outing,2024-06-12,13,12.0
outing,2024-06-12,14,12.0
outing,2024-06-12,15,23.0
outing,2024-06-12,16,13.0
outing,2024-06-12,17,15.0
outing,2024-06-12,18,16.0
outing,2024-06-12,19,12.0
outing,2024-06-12,20,9.0
outing,2024-06-12,21,4.0
outing,2024-06-12,22,7.0
outing,2024-06-12,23,2.0
outing,2024-06-13,0,1.0
outing,2024-06-13,1,2.0
outing,2024-06-13,2,1.0
outing,2024-06-13,3,2.0
outing,2024-06-13,4,1.0
outing,2024-06-13,5,1.0
outing,2024-06-13,6,3.0
outing,2024-06-13,7,13.0
outing,2024-06-13,8,19.0
outing,2024-06-13,9,20.0
outing,2024-06-13,10,13.0
outing,2024-06-13,11,13.0
outing,2024-06-13,12,22.0
outing,2024-06-13,13,8.0
outing,2024-06-13,14,21.0
outing,2024-06-13,15,18.0
outing,2024-06-13,16,24.0
outing,2024-06-13,17,28.0
outing,2024-06-13,18,17.0
outing,2024-06-13,19,18.0
outing,2024-06-13,20,18.0
outing,2024-06-13,21,26.0
outing,2024-06-13,22,14.0
outing,2024-06-13,23,3.0
outing,2024-06-14,0,2.0
outing,2024-06-14,1,1.0
outing,2024-06-14,2,2.0
outing,2024-06-14,3,2.0
outing,2024-06-14,4,3.0
outing,2024-06-14,5,1.0
outing,2024-06-14,6,3.0
outing,2024-06-14,7,9.0
outing,2024-06-14,8,8.0
outing,2024-06-14,9,12.0
outing,2024-06-14,10,18.0
outing,2024-06-14,11,13.0
outing,2024-06-14,12,23.0
outing,2024-06-14,13,16.0
outing,2024-06-14,14,23.0
outing,2024-06-14,15,31.0
outing,2024-06-14,16,34.0
outing,2024-06-14,17,18.0
outing,2024-06-14,18,19.0
outing,2024-06-14,19,23.0
outing,2024-06-14,20,23.0
outing,2024-06-14,21,16.0
outing,2024-06-14,22,18.0
outing,2024-06-14,23,15.0
outing,2024-06-15,0,6.0
outing,2024-06-15,1,5.0
outing,2024-06-15,2,4.0
outing,2024-06-15,3,2.0
outing,2024-06-15,4,2.0
outing,2024-06-15,5,1.0
outing,2024-06-15,6,2.0
outing,2024-06-15,7,1.0
outing,2024-06-15,8,7.0
outing,2024-06-15,9,8.0
outing,2024-06-15,10,17.0
outing,2024-06-15,11,11.0
outing,2024-06-15,12,30.0
outing,2024-06-15,13,24.0
outing,2024-06-15,14,23.0
outing,2024-06-15,15,19.0
outing,2024-06-15,16,27.0
outing,2024-06-15,17,34.0
outing,2024-06-15,18,18.0
outing,2024-06-15,19,28.0
outing,2024-06-15,20,31.0
outing,2024-06-15,21,23.0
outing,2024-06-15,22,27.0
outing,2024-06-15,23,13.0
outing,2024-06-16,0,7.0
outing,2024-06-16,1,6.0
outing,2024-06-16,2,7.0
outing,2024-06-16,3,2.0
outing,2024-06-16,4,3.0
outing,2024-06-16,5,4.0
outing,2024-06-16,6,2.0
outing,2024-06-16,7,1.0
outing,2024-06-16,8,5.0
outing,2024-06-16,9,7.0
outing,2024-06-16,10,6.0
outing,2024-06-16,11,10.0
outing,2024-06-16,12,19.0
outing,2024-06-16,13,20.0
outing,2024-06-16,14,12.0
outing,2024-06-16,15,14.0
outing,2024-06-16,16,11.0
outing,2024-06-16,17,18.0
