venue_type,day,hour,pair
dining,2024-05-28,10,95.0
dining,2024-05-28,11,106.0
dining,2024-05-28,12,119.0
dining,2024-05-28,13,96.0
dining,2024-05-28,14,89.0
dining,2024-05-28,15,107.0
dining,2024-05-28,16,96.0
dining,2024-05-28,17,98.0
dining,2024-05-28,18,80.0
dining,2024-05-28,19,37.0
dining,2024-05-28,20,31.0
dining,2024-05-28,21,14.0
dining,2024-05-28,22,16.0
dining,2024-05-28,23,11.0
dining,2024-05-29,0,5.0
dining,2024-05-29,1,2.0
dining,2024-05-29,2,4.0
dining,2024-05-29,3,3.0
dining,2024-05-29,4,4.0
dining,2024-05-29,5,10.0
dining,2024-05-29,6,12.0
dining,2024-05-29,7,21.0
dining,2024-05-29,8,55.0
dining,2024-05-29,9,63.0
dining,2024-05-29,10,77.0
dining,2024-05-29,11,103.0
dining,2024-05-29,12,112.0
dining,2024-05-29,13,111.0
dining,2024-05-29,14,105.0
dining,2024-05-29,15,119.0
dining,2024-05-29,16,97.0
dining,2024-05-29,17,101.0
dining,2024-05-29,18,98.0
dining,2024-05-29,19,98.0
dining,2024-05-29,20,35.0
dining,2024-05-29,21,45.0
dining,2024-05-29,22,28.0
dining,2024-05-29,23,12.0
dining,2024-05-30,0,9.0
dining,2024-05-30,1,7.0
dining,2024-05-30,2,7.0
dining,2024-05-30,3,3.0
dining,2024-05-30,4,2.0
dining,2024-05-30,5,5.0
dining,2024-05-30,6,9.0
dining,2024-05-30,7,23.0
dining,2024-05-30,8,30.0
dining,2024-05-30,9,62.0
dining,2024-05-30,10,76.0
dining,2024-05-30,11,108.0
dining,2024-05-30,12,108.0
dining,2024-05-30,13,95.0
dining,2024-05-30,14,111.0
dining,2024-05-30,15,104.0
dining,2024-05-30,16,111.0
dining,2024-05-30,17,96.0
dining,2024-05-30,18,73.0
dining,2024-05-30,19,56.0
dining,2024-05-30,20,38.0
dining,2024-05-30,21,29.0
dining,2024-05-30,22,19.0
dining,2024-05-30,23,6.0
dining,2024-05-31,0,7.0
dining,2024-05-31,1,5.0
dining,2024-05-31,2,6.0
dining,2024-05-31,3,2.0
dining,2024-05-31,4,5.0
dining,2024-05-31,5,6.0
dining,2024-05-31,6,9.0
dining,2024-05-31,7,23.0
dining,2024-05-31,8,45.0
dining,2024-05-31,9,69.0
dining,2024-05-31,10,167.0
dining,2024-05-31,11,195.0
dining,2024-05-31,12,208.0
dining,2024-05-31,13,195.0
dining,2024-05-31,14,151.0
dining,2024-05-31,15,143.0
dining,2024-05-31,16,132.0
dining,2024-05-31,17,158.0
dining,2024-05-31,18,134.0
dining,2024-05-31,19,93.0
dining,2024-05-31,20,56.0
dining,2024-05-31,21,51.0
dining,2024-05-31,22,27.0
dining,2024-05-31,23,24.0
dining,2024-06-01,0,21.0
dining,2024-06-01,1,10.0
dining,2024-06-01,2,13.0
dining,2024-06-01,3,7.0
dining,2024-06-01,4,7.0
dining,2024-06-01,5,5.0
dining,2024-06-01,6,6.0
dining,2024-06-01,7,20.0
dining,2024-06-01,8,39.0
dining,2024-06-01,9,66.0
dining,2024-06-01,10,137.0
dining,2024-06-01,11,241.0
dining,2024-06-01,12,226.0
dining,2024-06-01,13,237.0
dining,2024-06-01,14,236.0
dining,2024-06-01,15,206.0
dining,2024-06-01,16,181.0
dining,2024-06-01,17,209.0
dining,2024-06-01,18,163.0
dining,2024-06-01,19,113.0
dining,2024-06-01,20,88.0
dining,2024-06-01,21,37.0
dining,2024-06-01,22,37.0
dining,2024-06-01,23,27.0
dining,2024-06-02,0,24.0
dining,2024-06-02,1,22.0
dining,2024-06-02,2,13.0
dining,2024-06-02,3,9.0
dining,2024-06-02,4,7.0
dining,2024-06-02,5,3.0
dining,2024-06-02,6,2.0
dining,2024-06-02,7,4.0
dining,2024-06-02,8,13.0
dining,2024-06-02,9,24.0
dining,2024-06-02,10,45.0
dining,2024-06-02,11,45.0
dining,2024-06-02,12,93.0
dining,2024-06-02,13,86.0
dining,2024-06-02,14,89.0
dining,2024-06-02,15,72.0
dining,2024-06-02,16,72.0
dining,2024-06-02,17,68.0
dining,2024-06-02,18,67.0
dining,2024-06-02,19,51.0
dining,2024-06-02,20,35.0
dining,2024-06-02,21,26.0
dining,2024-06-02,22,9.0
dining,2024-06-02,23,7.0
dining,2024-06-03,0,1.0
dining,2024-06-03,1,1.0
dining,2024-06-03,2,2.0
dining,2024-06-03,3,2.0
dining,2024-06-03,4,4.0
dining,2024-06-03,5,8.0
dining,2024-06-03,6,8.0
dining,2024-06-03,7,30.0
dining,2024-06-03,8,44.0
dining,2024-06-03,9,65.0
dining,2024-06-03,10,94.0
dining,2024-06-03,11,97.0
dining,2024-06-03,12,107.0
dining,2024-06-03,13,85.0
dining,2024-06-03,14,92.0
dining,2024-06-03,15,102.0
dining,2024-06-03,16,81.0
dining,2024-06-03,17,75.0
dining,2024-06-03,18,58.0
dining,2024-06-03,19,40.0
dining,2024-06-03,20,22.0
dining,2024-06-03,21,15.0
dining,2024-06-03,22,12.0
dining,2024-06-03,23,9.0
dining,2024-06-04,0,4.0
dining,2024-06-04,1,5.0
dining,2024-06-04,2,5.0
dining,2024-06-04,3,2.0
dining,2024-06-04,4,5.0
dining,2024-06-04,5,6.0
dining,2024-06-04,6,18.0
dining,2024-06-04,7,27.0
dining,2024-06-04,8,43.0
dining,2024-06-04,9,68.0
dining,2024-06-04,10,70.0
dining,2024-06-04,11,88.0
dining,2024-06-04,12,96.0
dining,2024-06-04,13,81.0
dining,2024-06-04,14,62.0
dining,2024-06-04,15,81.0
dining,2024-06-04,16,78.0
dining,2024-06-04,17,64.0
dining,2024-06-04,18,57.0
dining,2024-06-04,19,45.0
dining,2024-06-04,20,29.0
dining,2024-06-04,21,32.0
dining,2024-06-04,22,18.0
dining,2024-06-04,23,4.0
dining,2024-06-05,0,2.0
dining,2024-06-05,1,3.0
dining,2024-06-05,2,3.0
dining,2024-06-05,3,1.0
dining,2024-06-05,4,1.0
dining,2024-06-05,5,5.0
dining,2024-06-05,6,12.0
dining,2024-06-05,7,35.0
dining,2024-06-05,8,40.0
dining,2024-06-05,9,70.0
dining,2024-06-05,10,69.0
dining,2024-06-05,11,101.0
dining,2024-06-05,12,110.0
dining,2024-06-05,13,91.0
dining,2024-06-05,14,73.0
dining,2024-06-05,15,71.0
dining,2024-06-05,16,85.0
dining,2024-06-05,17,107.0
dining,2024-06-05,18,83.0
dining,2024-06-05,19,46.0
dining,2024-06-05,20,32.0
dining,2024-06-05,21,24.0
dining,2024-06-05,22,12.0
dining,2024-06-05,23,8.0
dining,2024-06-06,0,5.0
dining,2024-06-06,1,6.0
dining,2024-06-06,2,1.0
dining,2024-06-06,3,2.0
dining,2024-06-06,4,1.0
dining,2024-06-06,5,3.0
dining,2024-06-06,6,16.0
dining,2024-06-06,7,25.0
dining,2024-06-06,8,50.0
dining,2024-06-06,9,75.0
dining,2024-06-06,10,73.0
dining,2024-06-06,11,95.0
dining,2024-06-06,12,125.0
dining,2024-06-06,13,92.0
dining,2024-06-06,14,83.0
dining,2024-06-06,15,86.0
dining,2024-06-06,16,109.0
dining,2024-06-06,17,84.0
dining,2024-06-06,18,72.0
dining,2024-06-06,19,53.0
dining,2024-06-06,20,39.0
dining,2024-06-06,21,26.0
dining,2024-06-06,22,16.0
dining,2024-06-06,23,10.0
dining,2024-06-07,0,2.0
dining,2024-06-07,1,2.0
dining,2024-06-07,2,1.0
dining,2024-06-07,3,4.0
dining,2024-06-07,4,2.0
dining,2024-06-07,5,3.0
dining,2024-06-07,6,16.0
dining,2024-06-07,7,33.0
dining,2024-06-07,8,46.0
dining,2024-06-07,9,74.0
dining,2024-06-07,10,85.0
dining,2024-06-07,11,77.0
dining,2024-06-07,12,113.0
dining,2024-06-07,13,95.0
dining,2024-06-07,14,94.0
dining,2024-06-07,15,88.0
dining,2024-06-07,16,104.0
dining,2024-06-07,17,104.0
dining,2024-06-07,18,115.0
dining,2024-06-07,19,86.0
dining,2024-06-07,20,53.0
dining,2024-06-07,21,48.0
dining,2024-06-07,22,43.0
dining,2024-06-07,23,17.0
dining,2024-06-08,0,15.0
dining,2024-06-08,1,13.0
dining,2024-06-08,2,6.0
dining,2024-06-08,3,3.0
dining,2024-06-08,4,5.0
dining,2024-06-08,5,3.0
dining,2024-06-08,6,5.0
dining,2024-06-08,7,14.0
dining,2024-06-08,8,21.0
dining,2024-06-08,9,55.0
dining,2024-06-08,10,105.0
dining,2024-06-08,11,155.0
dining,2024-06-08,12,166.0
dining,2024-06-08,13,158.0
dining,2024-06-08,14,136.0
dining,2024-06-08,15,132.0
dining,2024-06-08,16,125.0
dining,2024-06-08,17,124.0
dining,2024-06-08,18,116.0
dining,2024-06-08,19,77.0
dining,2024-06-08,20,71.0
dining,2024-06-08,21,50.0
dining,2024-06-08,22,44.0
dining,2024-06-08,23,33.0
dining,2024-06-09,0,30.0
dining,2024-06-09,1,20.0
dining,2024-06-09,2,11.0
dining,2024-06-09,3,6.0
dining,2024-06-09,4,4.0
dining,2024-06-09,5,3.0
dining,2024-06-09,6,7.0
dining,2024-06-09,7,4.0
dining,2024-06-09,8,15.0
dining,2024-06-09,9,14.0
dining,2024-06-09,10,26.0
dining,2024-06-09,11,46.0
dining,2024-06-09,12,59.0
dining,2024-06-09,13,112.0
dining,2024-06-09,14,65.0
dining,2024-06-09,15,65.0
dining,2024-06-09,16,64.0
dining,2024-06-09,17,51.0
dining,2024-06-09,18,46.0
dining,2024-06-09,19,29.0
dining,2024-06-09,20,15.0
dining,2024-06-09,21,10.0
dining,2024-06-09,22,8.0
dining,2024-06-09,23,4.0
dining,2024-06-10,0,6.0
dining,2024-06-10,1,2.0
dining,2024-06-10,2,2.0
dining,2024-06-10,3,2.0
dining,2024-06-10,4,3.0
dining,2024-06-10,5,6.0
dining,2024-06-10,6,15.0
dining,2024-06-10,7,24.0
dining,2024-06-10,8,36.0
dining,2024-06-10,9,76.0
dining,2024-06-10,10,89.0
dining,2024-06-10,11,106.0
dining,2024-06-10,12,84.0
dining,2024-06-10,13,65.0
dining,2024-06-10,14,71.0
dining,2024-06-10,15,93.0
dining,2024-06-10,16,82.0
dining,2024-06-10,17,83.0
dining,2024-06-10,18,70.0
dining,2024-06-10,19,38.0
dining,2024-06-10,20,21.0
dining,2024-06-10,21,13.0
dining,2024-06-10,22,10.0
dining,2024-06-10,23,6.0
dining,2024-06-11,0,4.0
dining,2024-06-11,1,4.0
dining,2024-06-11,2,1.0
dining,2024-06-11,3,2.0
dining,2024-06-11,4,4.0
dining,2024-06-11,5,12.0
dining,2024-06-11,6,12.0
dining,2024-06-11,7,39.0
dining,2024-06-11,8,47.0
dining,2024-06-11,9,82.0
dining,2024-06-11,10,89.0
dining,2024-06-11,11,113.0
dining,2024-06-11,12,118.0
dining,2024-06-11,13,85.0
dining,2024-06-11,14,80.0
dining,2024-06-11,15,107.0
dining,2024-06-11,16,104.0
dining,2024-06-11,17,90.0
dining,2024-06-11,18,80.0
dining,2024-06-11,19,42.0
dining,2024-06-11,20,23.0
dining,2024-06-11,21,18.0
dining,2024-06-11,22,20.0
dining,2024-06-11,23,9.0
dining,2024-06-12,0,8.0
dining,2024-06-12,1,7.0
dining,2024-06-12,2,2.0
dining,2024-06-12,3,3.0
dining,2024-06-12,4,6.0
dining,2024-06-12,5,8.0
dining,2024-06-12,6,13.0
dining,2024-06-12,7,27.0
dining,2024-06-12,8,56.0
dining,2024-06-12,9,65.0
dining,2024-06-12,10,74.0
dining,2024-06-12,11,95.0
dining,2024-06-12,12,113.0
dining,2024-06-12,13,80.0
dining,2024-06-12,14,83.0
dining,2024-06-12,15,84.0
dining,2024-06-12,16,93.0
dining,2024-06-12,17,89.0
dining,2024-06-12,18,55.0
dining,2024-06-12,19,49.0
dining,2024-06-12,20,36.0
dining,2024-06-12,21,19.0
dining,2024-06-12,22,22.0
dining,2024-06-12,23,9.0
dining,2024-06-13,0,5.0
dining,2024-06-13,1,2.0
dining,2024-06-13,2,2.0
dining,2024-06-13,3,1.0
dining,2024-06-13,4,6.0
dining,2024-06-13,5,4.0
dining,2024-06-13,6,15.0
dining,2024-06-13,7,33.0
dining,2024-06-13,8,60.0
dining,2024-06-13,9,94.0
dining,2024-06-13,10,95.0
dining,2024-06-13,11,88.0
dining,2024-06-13,12,103.0
dining,2024-06-13,13,107.0
dining,2024-06-13,14,101.0
dining,2024-06-13,15,87.0
dining,2024-06-13,16,113.0
dining,2024-06-13,17,98.0
dining,2024-06-13,18,86.0
dining,2024-06-13,19,66.0
dining,2024-06-13,20,46.0
dining,2024-06-13,21,31.0
dining,2024-06-13,22,22.0
dining,2024-06-13,23,13.0
dining,2024-06-14,0,5.0
dining,2024-06-14,1,3.0
dining,2024-06-14,2,5.0
dining,2024-06-14,3,6.0
dining,2024-06-14,4,3.0
dining,2024-06-14,5,5.0
dining,2024-06-14,6,15.0
dining,2024-06-14,7,34.0
dining,2024-06-14,8,55.0
dining,2024-06-14,9,82.0
dining,2024-06-14,10,93.0
dining,2024-06-14,11,83.0
dining,2024-06-14,12,147.0
dining,2024-06-14,13,126.0
dining,2024-06-14,14,110.0
dining,2024-06-14,15,102.0
dining,2024-06-14,16,126.0
dining,2024-06-14,17,112.0
dining,2024-06-14,18,106.0
dining,2024-06-14,19,76.0
dining,2024-06-14,20,71.0
dining,2024-06-14,21,40.0
dining,2024-06-14,22,24.0
dining,2024-06-14,23,38.0
dining,2024-06-15,0,13.0
dining,2024-06-15,1,12.0
dining,2024-06-15,2,6.0
dining,2024-06-15,3,4.0
dining,2024-06-15,4,6.0
dining,2024-06-15,5,4.0
dining,2024-06-15,6,6.0
dining,2024-06-15,7,14.0
dining,2024-06-15,8,37.0
dining,2024-06-15,9,45.0
dining,2024-06-15,10,108.0
dining,2024-06-15,11,165.0
dining,2024-06-15,12,214.0
dining,2024-06-15,13,192.0
dining,2024-06-15,14,180.0
dining,2024-06-15,15,175.0
dining,2024-06-15,16,162.0
dining,2024-06-15,17,154.0
dining,2024-06-15,18,112.0
dining,2024-06-15,19,98.0
dining,2024-06-15,20,72.0
dining,2024-06-15,21,59.0
dining,2024-06-15,22,51.0
dining,2024-06-15,23,38.0
dining,2024-06-16,0,26.0
dining,2024-06-16,1,15.0
dining,2024-06-16,2,13.0
dining,2024-06-16,3,3.0
dining,2024-06-16,4,4.0
dining,2024-06-16,5,5.0
dining,2024-06-16,6,5.0
dining,2024-06-16,7,7.0
dining,2024-06-16,8,16.0
dining,2024-06-16,9,17.0
dining,2024-06-16,10,35.0
dining,2024-06-16,11,37.0
dining,2024-06-16,12,55.0
dining,2024-06-16,13,77.0
dining,2024-06-16,14,55.0
dining,2024-06-16,15,69.0
dining,2024-06-16,16,65.0
dining,2024-06-16,17,60.0
dining,2024-06-16,18,59.0
dining,2024-06-16,19,46.0
dining,2024-06-16,20,27.0
dining,2024-06-16,21,13.0
dining,2024-06-16,22,19.0
dining,2024-06-16,23,7.0
dining,2024-06-17,0,6.0
dining,2024-06-17,1,2.0
dining,2024-06-17,2,
dining,2024-06-17,3,1.0
dining,2024-06-17,4,4.0
dining,2024-06-17,5,10.0
dining,2024-06-17,6,17.0
dining,2024-06-17,7,40.0
dining,2024-06-17,8,44.0
dining,2024-06-17,9,69.0
dining,2024-06-17,10,76.0
dining,2024-06-17,11,106.0
dining,2024-06-17,12,85.0
dining,2024-06-17,13,85.0
dining,2024-06-17,14,54.0
dining,2024-06-17,15,75.0
dining,2024-06-17,16,72.0
dining,2024-06-17,17,96.0
dining,2024-06-17,18,52.0
dining,2024-06-17,19,38.0
dining,2024-06-17,20,22.0
dining,2024-06-17,21,13.0
dining,2024-06-17,22,14.0
dining,2024-06-17,23,10.0
dining,2024-06-18,0,5.0
dining,2024-06-18,1,3.0
dining,2024-06-18,2,1.0
dining,2024-06-18,3,3.0
dining,2024-06-18,4,3.0
dining,2024-06-18,5,9.0
dining,2024-06-18,6,11.0
dining,2024-06-18,7,42.0
dining,2024-06-18,8,48.0
dining,2024-06-18,9,60.0
dining,2024-06-18,10,75.0
dining,2024-06-18,11,74.0
dining,2024-06-18,12,71.0
dining,2024-06-18,13,74.0
dining,2024-06-18,14,57.0
dining,2024-06-18,15,92.0
dining,2024-06-18,16,64.0
dining,2024-06-18,17,88.0
dining,2024-06-18,18,52.0
dining,2024-06-18,19,45.0
dining,2024-06-18,20,32.0
dining,2024-06-18,21,16.0
dining,2024-06-18,22,9.0
dining,2024-06-18,23,9.0
dining,2024-06-19,0,1.0
dining,2024-06-19,1,2.0
dining,2024-06-19,2,1.0
dining,2024-06-19,3,1.0
dining,2024-06-19,4,1.0
dining,2024-06-19,5,5.0
dining,2024-06-19,6,10.0
dining,2024-06-19,7,44.0
dining,2024-06-19,8,34.0
dining,2024-06-19,9,71.0
dining,2024-06-19,10,71.0
dining,2024-06-19,11,83.0
dining,2024-06-19,12,99.0
dining,2024-06-19,13,78.0
dining,2024-06-19,14,84.0
dining,2024-06-19,15,66.0
dining,2024-06-19,16,75.0
dining,2024-06-19,17,87.0
dining,2024-06-19,18,52.0
dining,2024-06-19,19,46.0
dining,2024-06-19,20,36.0
dining,2024-06-19,21,18.0
dining,2024-06-19,22,12.0
dining,2024-06-19,23,12.0
dining,2024-06-20,0,5.0
dining,2024-06-20,1,3.0
dining,2024-06-20,2,3.0
dining,2024-06-20,3,2.0
dining,2024-06-20,4,4.0
dining,2024-06-20,5,7.0
dining,2024-06-20,6,15.0
dining,2024-06-20,7,25.0
dining,2024-06-20,8,36.0
dining,2024-06-20,9,61.0
dining,2024-06-20,10,84.0
dining,2024-06-20,11,87.0
dining,2024-06-20,12,130.0
dining,2024-06-20,13,92.0
dining,2024-06-20,14,79.0
dining,2024-06-20,15,72.0
dining,2024-06-20,16,75.0
dining,2024-06-20,17,80.0
dining,2024-06-20,18,77.0
dining,2024-06-20,19,56.0
dining,2024-06-20,20,26.0
dining,2024-06-20,21,21.0
dining,2024-06-20,22,12.0
dining,2024-06-20,23,5.0
dining,2024-06-21,0,5.0
dining,2024-06-21,1,1.0
dining,2024-06-21,2,1.0
dining,2024-06-21,3,4.0
dining,2024-06-21,4,4.0
dining,2024-06-21,5,3.0
dining,2024-06-21,6,14.0
dining,2024-06-21,7,27.0
dining,2024-06-21,8,40.0
dining,2024-06-21,9,84.0
dining,2024-06-21,10,80.0
dining,2024-06-21,11,79.0
dining,2024-06-21,12,111.0
dining,2024-06-21,13,127.0
dining,2024-06-21,14,97.0
dining,2024-06-21,15,88.0
dining,2024-06-21,16,92.0
dining,2024-06-21,17,105.0
dining,2024-06-21,18,119.0
dining,2024-06-21,19,94.0
dining,2024-06-21,20,69.0
dining,2024-06-21,21,47.0
dining,2024-06-21,22,41.0
dining,2024-06-21,23,32.0
dining,2024-06-22,0,18.0
dining,2024-06-22,1,6.0
dining,2024-06-22,2,4.0
dining,2024-06-22,3,3.0
dining,2024-06-22,4,4.0
dining,2024-06-22,5,6.0
dining,2024-06-22,6,7.0
dining,2024-06-22,7,11.0
dining,2024-06-22,8,36.0
dining,2024-06-22,9,73.0
dining,2024-06-22,10,101.0
dining,2024-06-22,11,145.0
dining,2024-06-22,12,198.0
dining,2024-06-22,13,183.0
dining,2024-06-22,14,169.0
dining,2024-06-22,15,170.0
dining,2024-06-22,16,133.0
dining,2024-06-22,17,113.0
dining,2024-06-22,18,155.0
dining,2024-06-22,19,145.0
dining,2024-06-22,20,131.0
dining,2024-06-22,21,129.0
dining,2024-06-22,22,51.0
dining,2024-06-22,23,40.0
dining,2024-06-23,0,30.0
dining,2024-06-23,1,21.0
dining,2024-06-23,2,10.0
dining,2024-06-23,3,2.0
dining,2024-06-23,4,6.0
dining,2024-06-23,5,4.0
dining,2024-06-23,6,5.0
dining,2024-06-23,7,8.0
dining,2024-06-23,8,12.0
dining,2024-06-23,9,29.0
dining,2024-06-23,10,43.0
dining,2024-06-23,11,44.0
dining,2024-06-23,12,55.0
dining,2024-06-23,13,73.0
dining,2024-06-23,14,65.0
dining,2024-06-23,15,91.0
dining,2024-06-23,16,67.0
dining,2024-06-23,17,50.0
dining,2024-06-23,18,34.0
dining,2024-06-23,19,30.0
dining,2024-06-23,20,17.0
dining,2024-06-23,21,19.0
dining,2024-06-23,22,10.0
dining,2024-06-23,23,5.0
dining,2024-06-24,0,6.0
dining,2024-06-24,1,2.0
dining,2024-06-24,2,1.0
dining,2024-06-24,3,2.0
dining,2024-06-24,4,5.0
dining,2024-06-24,5,7.0
dining,2024-06-24,6,17.0
dining,2024-06-24,7,29.0
dining,2024-06-24,8,58.0
dining,2024-06-24,9,68.0
dining,2024-06-24,10,71.0
dining,2024-06-24,11,83.0
dining,2024-06-24,12,75.0
dining,2024-06-24,13,80.0
dining,2024-06-24,14,65.0
dining,2024-06-24,15,69.0
dining,2024-06-24,16,69.0
dining,2024-06-24,17,67.0
dining,2024-06-24,18,45.0
dining,2024-06-24,19,35.0
dining,2024-06-24,20,23.0
dining,2024-06-24,21,14.0
dining,2024-06-24,22,10.0
dining,2024-06-24,23,6.0
dining,2024-06-25,0,4.0
dining,2024-06-25,1,7.0
dining,2024-06-25,2,3.0
dining,2024-06-25,3,2.0
dining,2024-06-25,4,5.0
dining,2024-06-25,5,7.0
dining,2024-06-25,6,11.0
dining,2024-06-25,7,24.0
dining,2024-06-25,8,47.0
dining,2024-06-25,9,61.0
dining,2024-06-25,10,79.0
dining,2024-06-25,11,75.0
dining,2024-06-25,12,80.0
dining,2024-06-25,13,74.0
dining,2024-06-25,14,72.0
dining,2024-06-25,15,65.0
dining,2024-06-25,16,83.0
dining,2024-06-25,17,64.0
dining,2024-06-25,18,51.0
dining,2024-06-25,19,34.0
dining,2024-06-25,20,22.0
dining,2024-06-25,21,9.0
dining,2024-06-25,22,4.0
dining,2024-06-25,23,9.0
dining,2024-06-26,0,4.0
dining,2024-06-26,1,5.0
dining,2024-06-26,2,2.0
dining,2024-06-26,3,3.0
dining,2024-06-26,4,5.0
dining,2024-06-26,5,7.0
dining,2024-06-26,6,13.0
dining,2024-06-26,7,31.0
dining,2024-06-26,8,42.0
dining,2024-06-26,9,45.0
dining,2024-06-26,10,51.0
dining,2024-06-26,11,64.0
dining,2024-06-26,12,81.0
dining,2024-06-26,13,84.0
dining,2024-06-26,14,54.0
dining,2024-06-26,15,65.0
dining,2024-06-26,16,77.0
dining,2024-06-26,17,72.0
dining,2024-06-26,18,47.0
dining,2024-06-26,19,38.0
dining,2024-06-26,20,43.0
dining,2024-06-26,21,26.0
dining,2024-06-26,22,14.0
dining,2024-06-26,23,9.0
dining,2024-06-27,0,5.0
dining,2024-06-27,1,2.0
dining,2024-06-27,2,3.0
dining,2024-06-27,3,1.0
dining,2024-06-27,4,4.0
dining,2024-06-27,5,4.0
dining,2024-06-27,6,11.0
dining,2024-06-27,7,29.0
dining,2024-06-27,8,37.0
dining,2024-06-27,9,68.0
dining,2024-06-27,10,102.0
dining,2024-06-27,11,89.0
dining,2024-06-27,12,114.0
dining,2024-06-27,13,100.0
dining,2024-06-27,14,73.0
dining,2024-06-27,15,76.0
dining,2024-06-27,16,88.0
dining,2024-06-27,17,82.0
dining,2024-06-27,18,70.0
dining,2024-06-27,19,50.0
dining,2024-06-27,20,33.0
dining,2024-06-27,21,34.0
dining,2024-06-27,22,18.0
dining,2024-06-27,23,7.0
dining,2024-06-28,0,6.0
dining,2024-06-28,1,5.0
dining,2024-06-28,2,1.0
dining,2024-06-28,3,1.0
dining,2024-06-28,4,1.0
dining,2024-06-28,5,6.0
dining,2024-06-28,6,12.0
dining,2024-06-28,7,27.0
dining,2024-06-28,8,66.0
dining,2024-06-28,9,84.0
dining,2024-06-28,10,105.0
dining,2024-06-28,11,106.0
dining,2024-06-28,12,104.0
dining,2024-06-28,13,113.0
dining,2024-06-28,14,115.0
dining,2024-06-28,15,97.0
dining,2024-06-28,16,93.0
dining,2024-06-28,17,103.0
dining,2024-06-28,18,95.0
dining,2024-06-28,19,122.0
dining,2024-06-28,20,113.0
dining,2024-06-28,21,87.0
dining,2024-06-28,22,60.0
dining,2024-06-28,23,34.0
dining,2024-06-29,0,23.0
dining,2024-06-29,1,10.0
dining,2024-06-29,2,14.0
dining,2024-06-29,3,10.0
dining,2024-06-29,4,7.0
dining,2024-06-29,5,5.0
dining,2024-06-29,6,6.0
dining,2024-06-29,7,16.0
dining,2024-06-29,8,28.0
dining,2024-06-29,9,67.0
dining,2024-06-29,10,110.0
dining,2024-06-29,11,156.0
dining,2024-06-29,12,163.0
dining,2024-06-29,13,165.0
dining,2024-06-29,14,135.0
dining,2024-06-29,15,112.0
dining,2024-06-29,16,100.0
dining,2024-06-29,17,88.0
dining,2024-06-29,18,91.0
dining,2024-06-29,19,99.0
dining,2024-06-29,20,61.0
dining,2024-06-29,21,45.0
dining,2024-06-29,22,34.0
dining,2024-06-29,23,40.0
dining,2024-06-30,0,25.0
dining,2024-06-30,1,15.0
dining,2024-06-30,2,11.0
dining,2024-06-30,3,4.0
dining,2024-06-30,4,5.0
dining,2024-06-30,5,5.0
dining,2024-06-30,6,6.0
dining,2024-06-30,7,7.0
dining,2024-06-30,8,12.0
dining,2024-06-30,9,22.0
dining,2024-06-30,10,36.0
dining,2024-06-30,11,29.0
dining,2024-06-30,12,45.0
dining,2024-06-30,13,57.0
dining,2024-06-30,14,51.0
dining,2024-06-30,15,48.0
dining,2024-06-30,16,39.0
dining,2024-06-30,17,51.0
dining,2024-06-30,18,41.0
dining,2024-06-30,19,28.0
dining,2024-06-30,20,23.0
dining,2024-06-30,21,15.0
dining,2024-06-30,22,8.0
dining,2024-06-30,23,8.0
dining,2024-07-01,0,2.0
dining,2024-07-01,1,
dining,2024-07-01,2,2.0
dining,2024-07-01,3,
dining,2024-07-01,4,4.0
dining,2024-07-01,5,6.0
dining,2024-07-01,6,12.0
dining,2024-07-01,7,28.0
dining,2024-07-01,8,46.0
dining,2024-07-01,9,70.0
dining,2024-07-01,10,89.0
dining,2024-07-01,11,134.0
dining,2024-07-01,12,140.0
dining,2024-07-01,13,113.0
dining,2024-07-01,14,110.0
dining,2024-07-01,15,109.0
dining,2024-07-01,16,107.0
dining,2024-07-01,17,101.0
dining,2024-07-01,18,74.0
dining,2024-07-01,19,37.0
dining,2024-07-01,20,26.0
dining,2024-07-01,21,20.0
dining,2024-07-01,22,9.0
dining,2024-07-01,23,9.0
dining,2024-07-02,0,2.0
dining,2024-07-02,1,1.0
dining,2024-07-02,2,3.0
dining,2024-07-02,3,
dining,2024-07-02,4,5.0
dining,2024-07-02,5,1.0
dining,2024-07-02,6,19.0
dining,2024-07-02,7,22.0
dining,2024-07-02,8,35.0
dining,2024-07-02,9,68.0
dining,2024-07-02,10,59.0
dining,2024-07-02,11,96.0
dining,2024-07-02,12,129.0
dining,2024-07-02,13,91.0
dining,2024-07-02,14,84.0
dining,2024-07-02,15,99.0
dining,2024-07-02,16,79.0
dining,2024-07-02,17,101.0
dining,2024-07-02,18,60.0
dining,2024-07-02,19,34.0
dining,2024-07-02,20,19.0
dining,2024-07-02,21,15.0
dining,2024-07-02,22,14.0
dining,2024-07-02,23,16.0
dining,2024-07-03,0,4.0
dining,2024-07-03,1,3.0
dining,2024-07-03,2,3.0
dining,2024-07-03,3,1.0
dining,2024-07-03,4,4.0
dining,2024-07-03,5,7.0
dining,2024-07-03,6,13.0
dining,2024-07-03,7,27.0
dining,2024-07-03,8,30.0
dining,2024-07-03,9,51.0
dining,2024-07-03,10,88.0
dining,2024-07-03,11,97.0
dining,2024-07-03,12,114.0
dining,2024-07-03,13,99.0
dining,2024-07-03,14,86.0
dining,2024-07-03,15,102.0
dining,2024-07-03,16,103.0
dining,2024-07-03,17,90.0
dining,2024-07-03,18,66.0
dining,2024-07-03,19,54.0
